# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
Kepler-827,5602.0,0.910,,0.73579,2046.68,0.6433,1.5183,0.8578,0.314,0.742,0.419
Kepler-828,5039.0,0.770,,0.34487,575.32,0.4404,1.0394,0.5873,0.766,1.807,1.021
Kepler-829,5698.0,0.970,,0.89481,1073.76,0.7095,1.6743,0.9459,0.661,1.559,0.881
Kepler-83,4648.0,0.594,,0.14857,400.41,0.2891,0.6822,0.3854,0.722,1.704,0.963
Kepler-83,,0.610,,,400.41,,,,,,
Kepler-830,6037.0,1.110,,1.47648,,0.9113,2.1507,1.2151,,,
Kepler-831,5732.0,0.970,,0.91636,593.54,0.7179,1.6944,0.9573,1.210,2.855,1.613
Kepler-832,5596.0,0.900,,0.71663,1688.12,0.6349,1.4984,0.8465,0.376,0.888,0.501
Kepler-833,4339.0,0.620,,0.12292,467.37,0.2630,0.6206,0.3506,0.563,1.328,0.750
Kepler-834,4554.0,0.660,,0.16903,633.94,0.3083,0.7277,0.4111,0.486,1.148,0.649
Kepler-835,5954.0,1.110,,1.39694,2406.33,0.8864,2.0920,1.1819,0.368,0.869,0.491
Kepler-836,5895.0,1.040,,1.17842,980.03,0.8142,1.9214,1.0855,0.831,1.961,1.108
Kepler-837,5403.0,0.810,,0.50444,901.91,0.5327,1.2571,0.7102,0.591,1.394,0.787
Kepler-838,5770.0,0.960,,0.92160,1104.04,0.7200,1.6992,0.9600,0.652,1.539,0.870
Kepler-839,6058.0,1.310,,2.08524,944.56,1.0830,2.5559,1.4440,1.147,2.706,1.529
Kepler-84,6031.0,1.169,,1.63111,1023.90,0.9579,2.2606,1.2771,0.936,2.208,1.247
Kepler-84,,1.430,,,1023.90,,,,,,
Kepler-841,5324.0,0.810,,0.47557,998.96,0.5172,1.2206,0.6896,0.518,1.222,0.690
Kepler-842,4848.0,0.730,,0.26558,532.73,0.3865,0.9122,0.5153,0.726,1.712,0.967
Kepler-843,5830.0,1.030,,1.10572,1165.66,0.7886,1.8612,1.0515,0.677,1.597,0.902
Kepler-844,4128.0,0.570,,0.08511,431.78,0.2188,0.5164,0.2917,0.507,1.196,0.676
Kepler-845,4913.0,0.750,,0.29567,431.05,0.4078,0.9624,0.5438,0.946,2.233,1.261
Kepler-846,5579.0,0.910,,0.72378,1127.12,0.6381,1.5058,0.8508,0.566,1.336,0.755
Kepler-847,4940.0,0.770,,0.31856,513.10,0.4233,0.9990,0.5644,0.825,1.947,1.100
Kepler-848,5695.0,1.200,,1.36658,1378.47,0.8768,2.0691,1.1690,0.636,1.501,0.848
Kepler-849,6059.0,1.640,,3.27030,822.13,1.3563,3.2009,1.8084,1.650,3.893,2.200
Kepler-85,,1.240,,,765.02,,,,,,
Kepler-85,5436.0,0.893,,0.62823,765.02,0.5945,1.4029,0.7926,0.777,1.834,1.036
Kepler-850,5932.0,1.090,,1.32725,1661.28,0.8640,2.0392,1.1521,0.520,1.227,0.693
Kepler-851,5455.0,0.850,,0.57718,839.25,0.5698,1.3447,0.7597,0.679,1.602,0.905
Kepler-852,6100.0,1.160,,1.68086,1619.03,0.9724,2.2948,1.2965,0.601,1.417,0.801
Kepler-853,6350.0,1.550,,3.52416,568.68,1.4080,3.3228,1.8773,2.476,5.843,3.301
Kepler-855,5835.0,1.030,,1.10952,1506.58,0.7900,1.8644,1.0533,0.524,1.238,0.699
Kepler-856,5535.0,0.930,,0.73237,1351.17,0.6418,1.5147,0.8558,0.475,1.121,0.633
Kepler-857,5773.0,0.990,,0.98214,983.50,0.7433,1.7541,0.9910,0.756,1.784,1.008
Kepler-858,5653.0,0.910,,0.76295,298.53,0.6551,1.5460,0.8735,2.194,5.179,2.926
Kepler-859,5020.0,0.770,,0.33970,839.90,0.4371,1.0316,0.5828,0.520,1.228,0.694
Kepler-860,5836.0,1.060,,1.17590,1056.36,0.8133,1.9194,1.0844,0.770,1.817,1.027
Kepler-861,5047.0,0.780,,0.35614,850.33,0.4476,1.0563,0.5968,0.526,1.242,0.702
Kepler-862,5333.0,0.840,,0.51492,1039.03,0.5382,1.2701,0.7176,0.518,1.222,0.691
Kepler-863,5678.0,0.950,,0.84630,1499.66,0.6900,1.6283,0.9199,0.460,1.086,0.613
Kepler-864,5754.0,1.000,,0.98895,2022.90,0.7458,1.7602,0.9945,0.369,0.870,0.492
Kepler-864,6213.0,1.195,,1.91972,2022.90,1.0392,2.4524,1.3855,0.514,1.212,0.685
Kepler-865,5440.0,0.885,,0.61884,586.14,0.5900,1.3924,0.7867,1.007,2.376,1.342
Kepler-865,5570.0,0.920,,0.73501,586.14,0.6430,1.5175,0.8573,1.097,2.589,1.463
Kepler-866,4751.0,0.710,,0.23171,646.67,0.3610,0.8520,0.4814,0.558,1.318,0.744
Kepler-867,5541.0,0.910,,0.70426,1195.54,0.6294,1.4854,0.8392,0.526,1.242,0.702
Kepler-868,5614.0,0.890,,0.70985,1593.13,0.6319,1.4913,0.8425,0.397,0.936,0.529
Kepler-869,5664.0,0.950,,0.83799,939.46,0.6866,1.6203,0.9154,0.731,1.725,0.974
Kepler-87,5600.0,1.820,,2.93895,1232.90,1.2858,3.0344,1.7143,1.043,2.461,1.390
Kepler-870,5857.0,1.020,,1.10458,1259.46,0.7882,1.8603,1.0510,0.626,1.477,0.834
Kepler-871,5993.0,1.140,,1.51246,1976.05,0.9224,2.1768,1.2298,0.467,1.102,0.622
Kepler-872,5902.0,1.080,,1.27685,879.68,0.8475,2.0001,1.1300,0.963,2.274,1.285
Kepler-873,6163.0,1.270,,2.09929,1182.22,1.0867,2.5645,1.4489,0.919,2.169,1.226
Kepler-874,6020.0,1.130,,1.51300,1082.16,0.9225,2.1772,1.2300,0.852,2.012,1.137
Kepler-875,5958.0,1.110,,1.40070,1242.62,0.8876,2.0948,1.1835,0.714,1.686,0.952
Kepler-876,5060.0,0.770,,0.35066,820.91,0.4441,1.0481,0.5922,0.541,1.277,0.721
Kepler-877,5261.0,0.810,,0.45346,602.18,0.5050,1.1919,0.6734,0.839,1.979,1.118
Kepler-878,5044.0,0.770,,0.34624,791.62,0.4413,1.0415,0.5884,0.557,1.316,0.743
Kepler-879,5792.0,1.020,,1.05636,802.67,0.7708,1.8192,1.0278,0.960,2.266,1.280
Kepler-880,6900.0,2.599,,13.81356,601.32,2.7875,6.5785,3.7167,4.636,10.940,6.181
Kepler-880,6761.0,1.740,,5.70741,601.32,1.7918,4.2286,2.3890,2.980,7.032,3.973
Kepler-881,5961.0,1.090,,1.35340,1375.18,0.8725,2.0591,1.1634,0.634,1.497,0.846
Kepler-882,5476.0,0.870,,0.61403,504.61,0.5877,1.3870,0.7836,1.165,2.749,1.553
Kepler-883,6116.0,1.090,,1.49975,627.46,0.9185,2.1676,1.2246,1.464,3.455,1.952
Kepler-884,5715.0,0.940,,0.85039,476.73,0.6916,1.6322,0.9222,1.451,3.424,1.934
Kepler-885,6187.0,1.350,,2.40927,651.32,1.1641,2.7474,1.5522,1.787,4.218,2.383
Kepler-886,6098.0,1.160,,1.67866,711.30,0.9717,2.2933,1.2956,1.366,3.224,1.822
Kepler-887,6194.0,1.290,,2.20984,886.59,1.1149,2.6312,1.4866,1.258,2.968,1.677
Kepler-888,5875.0,0.900,,0.87059,420.82,0.6998,1.6515,0.9331,1.663,3.925,2.217
Kepler-889,5961.0,1.250,,1.77989,598.31,1.0006,2.3614,1.3341,1.672,3.947,2.230
Kepler-890,5954.0,1.130,,1.44773,1712.12,0.9024,2.1297,1.2032,0.527,1.244,0.703
Kepler-891,5887.0,1.070,,1.24062,2340.58,0.8354,1.9715,1.1138,0.357,0.842,0.476
Kepler-892,4747.0,0.720,,0.23749,570.73,0.3655,0.8626,0.4873,0.640,1.511,0.854
Kepler-893,5820.0,0.990,,1.01452,1285.59,0.7554,1.7828,1.0072,0.588,1.387,0.783
Kepler-894,5603.0,0.850,,0.64242,1162.91,0.6011,1.4187,0.8015,0.517,1.220,0.689
Kepler-895,4315.0,0.610,,0.11638,540.13,0.2559,0.6038,0.3411,0.474,1.118,0.632
Kepler-896,5262.0,0.810,,0.45381,2334.93,0.5052,1.1924,0.6737,0.216,0.511,0.289
Kepler-896,5510.0,0.803,,0.53621,2334.93,0.5492,1.2961,0.7323,0.235,0.555,0.314
Kepler-897,5839.0,1.040,,1.13427,1519.25,0.7988,1.8851,1.0650,0.526,1.241,0.701
Kepler-898,4223.0,0.620,,0.11030,484.89,0.2491,0.5878,0.3321,0.514,1.212,0.685
Kepler-899,5595.0,0.910,,0.73212,1246.43,0.6417,1.5145,0.8556,0.515,1.215,0.686
Kepler-9,5774.0,0.958,0.91622,0.91622,628.26,0.7179,1.6942,0.9572,1.143,2.697,1.524
Kepler-9,5777.0,1.020,,1.04546,628.26,0.7669,1.8098,1.0225,1.221,2.881,1.627
Kepler-900,4836.0,0.730,,0.26296,487.52,0.3846,0.9076,0.5128,0.789,1.862,1.052
Kepler-901,4184.0,0.570,,0.08983,253.87,0.2248,0.5305,0.2997,0.885,2.090,1.181
Kepler-902,5647.0,0.930,,0.79348,1165.34,0.6681,1.5767,0.8908,0.573,1.353,0.764
Kepler-903,5682.0,0.970,,0.88480,1369.24,0.7055,1.6649,0.9406,0.515,1.216,0.687
Kepler-904,6160.0,1.250,,2.02974,978.12,1.0685,2.5217,1.4247,1.092,2.578,1.457
Kepler-905,5461.0,0.860,,0.59345,529.27,0.5778,1.3635,0.7704,1.092,2.576,1.456
Kepler-906,6035.0,1.020,,1.24511,757.79,0.8369,1.9750,1.1158,1.104,2.606,1.472
Kepler-907,6106.0,1.380,,2.38826,,1.1591,2.7354,1.5454,,,
Kepler-908,5973.0,1.120,,1.44047,290.84,0.9001,2.1243,1.2002,3.095,7.304,4.127
Kepler-909,6154.0,1.230,,1.95766,309.60,1.0494,2.4765,1.3992,3.389,7.999,4.519
Kepler-91,4550.0,6.300,,15.34700,1294.69,2.9381,6.9340,3.9175,2.269,5.356,3.026
Kepler-910,6230.0,1.500,,3.05796,400.29,1.3115,3.0952,1.7487,3.276,7.732,4.369
Kepler-911,6112.0,1.990,,4.98582,556.17,1.6747,3.9522,2.2329,3.011,7.106,4.015
Kepler-912,5998.0,1.110,,1.43869,2004.72,0.8996,2.1230,1.1995,0.449,1.059,0.598
Kepler-913,6068.0,1.797,,3.94980,991.62,1.4906,3.5177,1.9874,1.503,3.547,2.004
Kepler-913,4687.0,0.610,,0.16201,991.62,0.3019,0.7124,0.4025,0.304,0.718,0.406
Kepler-914,5877.0,1.150,,1.42336,753.72,0.8948,2.1117,1.1930,1.187,2.802,1.583
Kepler-915,6173.0,1.380,,2.49482,849.04,1.1846,2.7957,1.5795,1.395,3.293,1.860
Kepler-916,5248.0,0.810,,0.44900,830.71,0.5026,1.1860,0.6701,0.605,1.428,0.807
Kepler-917,5418.0,0.760,,0.44903,3460.51,0.5026,1.1861,0.6701,0.145,0.343,0.194
Kepler-918,6028.0,1.140,,1.54810,1025.03,0.9332,2.2023,1.2442,0.910,2.149,1.214
Kepler-919,6113.0,1.210,,1.84453,1119.87,1.0186,2.4039,1.3581,0.910,2.147,1.213
Kepler-92,,1.700,,,477.99,,,,,,
Kepler-92,5904.3,1.817,3.61561,3.61561,477.99,1.4261,3.3656,1.9015,2.984,7.041,3.978
Kepler-920,5403.0,0.850,,0.55549,1001.68,0.5590,1.3192,0.7453,0.558,1.317,0.744
Kepler-921,5663.0,0.910,,0.76836,934.49,0.6574,1.5515,0.8766,0.704,1.660,0.938
Kepler-922,5671.0,0.930,,0.80705,536.32,0.6738,1.5901,0.8984,1.256,2.965,1.675
Kepler-923,5988.0,1.260,,1.84147,1000.28,1.0178,2.4019,1.3570,1.017,2.401,1.357
Kepler-924,6167.0,1.230,,1.97425,1053.04,1.0538,2.4870,1.4051,1.001,2.362,1.334
Kepler-925,4673.0,0.720,,0.22302,611.12,0.3542,0.8359,0.4723,0.580,1.368,0.773
Kepler-926,5806.0,1.010,,1.04580,921.36,0.7670,1.8101,1.0226,0.832,1.965,1.110
Kepler-927,5743.0,0.990,,0.96188,831.68,0.7356,1.7359,0.9808,0.884,2.087,1.179
Kepler-928,4700.0,0.700,,0.21572,508.81,0.3483,0.8221,0.4645,0.685,1.616,0.913
Kepler-929,5869.0,1.020,,1.11366,1311.23,0.7915,1.8679,1.0553,0.604,1.425,0.805
Kepler-93,5669.0,0.920,,0.78868,95.91,0.6661,1.5719,0.8881,6.944,16.389,9.259
Kepler-93,5669.0,0.919,,0.78696,95.91,0.6653,1.5702,0.8871,6.937,16.371,9.249
Kepler-930,6335.0,1.400,,2.84800,848.40,1.2657,2.9871,1.6876,1.492,3.521,1.989
Kepler-931,5241.0,0.810,,0.44660,,0.5012,1.1829,0.6683,,,
Kepler-932,5331.0,0.840,,0.51415,465.61,0.5378,1.2692,0.7170,1.155,2.726,1.540
Kepler-933,5346.0,0.840,,0.51996,1017.20,0.5408,1.2763,0.7211,0.532,1.255,0.709
Kepler-934,5001.0,0.770,,0.33458,608.74,0.4338,1.0238,0.5784,0.713,1.682,0.950
Kepler-935,4830.0,0.730,,0.26166,471.78,0.3836,0.9054,0.5115,0.813,1.919,1.084
Kepler-936,5482.0,0.890,,0.64541,823.40,0.6025,1.4220,0.8034,0.732,1.727,0.976
Kepler-937,6095.0,1.220,,1.85315,1571.46,1.0210,2.4095,1.3613,0.650,1.533,0.866
Kepler-938,5533.0,0.890,,0.66976,1182.05,0.6138,1.4485,0.8184,0.519,1.225,0.692
Kepler-939,5471.0,0.850,,0.58398,2093.62,0.5731,1.3526,0.7642,0.274,0.646,0.365
Kepler-94,4781.0,0.760,,0.27227,191.90,0.3913,0.9236,0.5218,2.039,4.813,2.719
Kepler-940,5769.0,0.960,,0.92096,1260.78,0.7198,1.6986,0.9597,0.571,1.347,0.761
Kepler-941,5539.0,0.860,,0.62809,1088.36,0.5944,1.4028,0.7925,0.546,1.289,0.728
Kepler-942,4861.0,0.750,,0.28335,216.35,0.3992,0.9422,0.5323,1.845,4.355,2.460
Kepler-943,5612.0,0.910,,0.74105,2300.53,0.6456,1.5237,0.8608,0.281,0.662,0.374
Kepler-944,5409.0,0.830,,0.53201,1349.43,0.5470,1.2910,0.7294,0.405,0.957,0.541
Kepler-945,5718.0,0.970,,0.90744,1651.25,0.7144,1.6861,0.9526,0.433,1.021,0.577
Kepler-946,5665.0,0.930,,0.80364,1137.29,0.6723,1.5867,0.8965,0.591,1.395,0.788
Kepler-947,5508.0,0.870,,0.62851,1730.78,0.5946,1.4032,0.7928,0.344,0.811,0.458
Kepler-948,5679.0,0.940,,0.82916,868.02,0.6829,1.6117,0.9106,0.787,1.857,1.049
Kepler-949,5403.0,0.860,,0.56863,486.11,0.5656,1.3347,0.7541,1.163,2.746,1.551
Kepler-949,5211.0,0.895,,0.53288,486.11,0.5475,1.2921,0.7300,1.126,2.658,1.502
Kepler-95,5699.0,1.410,,1.89204,445.66,1.0316,2.4347,1.3755,2.315,5.463,3.086
Kepler-950,5857.0,1.020,,1.10458,2161.60,0.7882,1.8603,1.0510,0.365,0.861,0.486
Kepler-951,4834.0,0.730,,0.26252,382.51,0.3843,0.9069,0.5124,1.005,2.371,1.340
Kepler-952,5730.0,0.990,,0.95320,1304.25,0.7322,1.7281,0.9763,0.561,1.325,0.749
Kepler-953,5416.0,0.990,,0.76082,258.89,0.6542,1.5439,0.8722,2.527,5.963,3.369
Kepler-954,4990.0,0.760,,0.32309,215.81,0.4263,1.0061,0.5684,1.975,4.662,2.634
Kepler-955,5350.0,0.840,,0.52152,550.38,0.5416,1.2782,0.7222,0.984,2.322,1.312
Kepler-956,6040.0,1.150,,1.58796,544.94,0.9451,2.2305,1.2601,1.734,4.093,2.312
Kepler-957,4963.0,0.750,,0.30789,824.69,0.4162,0.9821,0.5549,0.505,1.191,0.673
Kepler-958,5421.0,0.860,,0.57625,449.77,0.5693,1.3436,0.7591,1.266,2.987,1.688
Kepler-959,7005.0,2.010,,8.77650,807.73,2.2219,5.2437,2.9625,2.751,6.492,3.668
Kepler-96,5690.0,1.020,,0.98389,122.88,0.7439,1.7557,0.9919,6.054,14.288,8.072
Kepler-960,4755.0,0.720,,0.23909,284.92,0.3667,0.8655,0.4890,1.287,3.038,1.716
Kepler-961,5582.0,0.900,,0.70948,574.31,0.6317,1.4909,0.8423,1.100,2.596,1.467
Kepler-962,5478.0,0.860,,0.60087,411.49,0.5814,1.3720,0.7752,1.413,3.334,1.884
Kepler-963,5461.0,0.870,,0.60733,771.49,0.5845,1.3794,0.7793,0.758,1.788,1.010
Kepler-964,5427.0,0.840,,0.55220,454.63,0.5573,1.3153,0.7431,1.226,2.893,1.635
Kepler-965,5886.0,1.150,,1.43210,582.83,0.8975,2.1182,1.1967,1.540,3.634,2.053
Kepler-966,5840.0,1.020,,1.09181,1027.80,0.7837,1.8495,1.0449,0.762,1.799,1.017
Kepler-967,5178.0,0.800,,0.41507,568.55,0.4832,1.1403,0.6443,0.850,2.006,1.133
Kepler-968,4413.0,0.667,,0.15222,290.32,0.2926,0.6906,0.3902,1.008,2.379,1.344
Kepler-968,4598.0,0.700,,0.19759,290.32,0.3334,0.7868,0.4445,1.148,2.710,1.531
Kepler-969,5214.0,0.820,,0.44834,390.35,0.5022,1.1852,0.6696,1.286,3.036,1.715
Kepler-97,5779.0,0.980,,0.96641,400.91,0.7373,1.7400,0.9831,1.839,4.340,2.452
Kepler-970,4290.0,0.710,0.16800,0.16800,331.55,0.3074,0.7255,0.4099,0.927,2.188,1.236
Kepler-971,5431.0,0.850,,0.56709,338.52,0.5648,1.3329,0.7531,1.668,3.937,2.225
Kepler-972,6146.0,1.220,,1.91596,1198.03,1.0381,2.4500,1.3842,0.867,2.045,1.155
Kepler-973,5213.0,0.780,,0.40536,328.52,0.4775,1.1269,0.6367,1.454,3.430,1.938
Kepler-974,3687.0,0.500,,0.04168,134.31,0.1531,0.3614,0.2042,1.140,2.690,1.520
Kepler-975,4883.0,1.667,,1.42533,426.09,0.8954,2.1132,1.1939,2.101,4.959,2.802
Kepler-975,4897.0,0.750,,0.29184,426.09,0.4052,0.9562,0.5402,0.951,2.244,1.268
Kepler-976,5232.0,0.830,,0.46572,1012.41,0.5118,1.2079,0.6824,0.506,1.193,0.674
Kepler-977,5315.0,0.830,,0.49598,568.75,0.5282,1.2465,0.7043,0.929,2.192,1.238
Kepler-978,6002.0,1.090,,1.39102,682.52,0.8846,2.0876,1.1794,1.296,3.059,1.728
Kepler-979,5310.0,0.830,,0.49412,576.50,0.5272,1.2442,0.7029,0.914,2.158,1.219
Kepler-98,5539.0,1.110,,1.04633,350.31,0.7672,1.8105,1.0229,2.190,5.168,2.920
Kepler-980,5935.0,1.060,,1.25774,961.47,0.8411,1.9850,1.1215,0.875,2.065,1.166
Kepler-981,5718.0,0.960,,0.88882,878.08,0.7071,1.6687,0.9428,0.805,1.900,1.074
Kepler-982,6139.0,1.290,,2.13239,801.48,1.0952,2.5847,1.4603,1.366,3.225,1.822
Kepler-983,6052.0,1.080,,1.41169,714.44,0.8911,2.1030,1.1881,1.247,2.944,1.663
Kepler-984,5610.0,0.930,,0.77288,460.19,0.6594,1.5561,0.8791,1.433,3.381,1.910
Kepler-985,5434.0,0.850,,0.56835,679.36,0.5654,1.3344,0.7539,0.832,1.964,1.110
Kepler-986,5642.0,0.980,,0.87797,548.36,0.7028,1.6585,0.9370,1.282,3.024,1.709
Kepler-987,5637.0,0.910,,0.75435,914.13,0.6514,1.5373,0.8685,0.713,1.682,0.950
Kepler-988,4005.0,0.530,,0.06520,304.89,0.1915,0.4520,0.2553,0.628,1.482,0.838
Kepler-989,5074.0,0.780,,0.36382,491.98,0.4524,1.0676,0.6032,0.920,2.170,1.226
Kepler-99,4782.0,0.730,,0.25141,208.37,0.3761,0.8875,0.5014,1.805,4.259,2.406
Kepler-990,5948.0,1.080,,1.31713,802.16,0.8607,2.0314,1.1477,1.073,2.532,1.431
Kepler-991,4392.0,0.610,,0.12491,389.56,0.2651,0.6256,0.3534,0.680,1.606,0.907
Kepler-992,4944.0,0.740,,0.29517,259.64,0.4075,0.9616,0.5433,1.569,3.704,2.093
Kepler-993,3843.0,0.540,,0.05738,324.42,0.1797,0.4240,0.2395,0.554,1.307,0.738
Kepler-994,3934.0,0.540,,0.06301,188.16,0.1883,0.4443,0.2510,1.001,2.361,1.334
Kepler-995,5206.0,0.800,,0.42412,609.64,0.4884,1.1527,0.6512,0.801,1.891,1.068
Kepler-996,6014.0,1.140,,1.53377,1216.58,0.9288,2.1921,1.2385,0.763,1.802,1.018
Kepler-997,6150.0,1.560,,3.14084,467.57,1.3292,3.1369,1.7722,2.843,6.709,3.790
Kepler-998,6058.0,1.180,,1.69191,986.36,0.9756,2.3023,1.3007,0.989,2.334,1.319
Kepler-999,6237.0,1.650,,3.71679,545.06,1.4459,3.4124,1.9279,2.653,6.261,3.537
L 168-9,3800.0,0.600,0.06730,0.06730,25.15,0.1946,0.4592,0.2594,7.736,18.258,10.315
L 363-38,3129.0,0.274,0.01300,0.01300,10.23,0.0855,0.2018,0.1140,8.359,19.728,11.146
L 98-59,3415.0,0.303,0.01128,0.01128,10.62,0.0797,0.1880,0.1062,7.501,17.702,10.001
L 98-59,3412.0,0.314,,0.01206,10.62,0.0823,0.1943,0.1098,7.755,18.301,10.339
LHS 1140,3096.0,0.216,0.00380,0.00380,14.99,0.0462,0.1091,0.0616,3.085,7.281,4.113
LHS 1478,3381.0,0.246,0.00715,0.00715,18.23,0.0634,0.1497,0.0846,3.479,8.211,4.639
LHS 1678,3490.0,0.329,0.01450,0.01450,19.88,0.0903,0.2131,0.1204,4.543,10.722,6.058
LHS 1815,3643.0,0.501,0.04100,0.04100,29.84,0.1519,0.3584,0.2025,5.089,12.010,6.785
LHS 3154,2861.0,0.141,0.00190,0.00190,15.76,0.0327,0.0772,0.0436,2.074,4.895,2.766
LHS 3844,3036.0,0.189,0.00272,0.00272,14.88,0.0391,0.0923,0.0522,2.628,6.202,3.504
LHS 475,3300.0,0.279,,0.00832,12.48,0.0684,0.1615,0.0912,5.482,12.937,7.309
LP 714-47,3950.0,0.584,0.07500,0.07500,52.62,0.2054,0.4847,0.2739,3.904,9.213,5.205
LP 791-18,2960.0,0.182,0.00230,0.00230,26.49,0.0360,0.0849,0.0480,1.358,3.204,1.810
LP 890-9,2850.0,0.156,0.00144,0.00144,32.43,0.0285,0.0672,0.0380,0.878,2.072,1.171
LSPM J2116+0234,3475.0,0.431,0.02000,0.02000,17.63,0.1061,0.2503,0.1414,6.016,14.199,8.022
LTT 1445 A,3340.0,0.265,,0.00788,6.87,0.0666,0.1572,0.0888,9.695,22.880,12.926
LTT 3780,3360.0,0.382,0.01670,0.01670,21.98,0.0969,0.2287,0.1292,4.409,10.406,5.879
LTT 9779,5443.0,0.949,0.71000,0.71000,80.44,0.6320,1.4914,0.8426,7.857,18.542,10.475
LkCa 15,4194.0,1.607,,0.72094,158.15,0.6368,1.5029,0.8491,4.027,9.503,5.369
Lupus-TR-3,5000.0,0.820,,0.37914,773.41,0.4618,1.0899,0.6157,0.597,1.409,0.796
MASCARA-1,7490.0,2.082,12.10000,12.10000,182.27,2.6089,6.1570,3.4785,14.313,33.779,19.084
MASCARA-4,7800.0,1.920,12.23000,12.23000,170.70,2.6229,6.1899,3.4971,15.366,36.263,20.488
MOA-2007-BLG-192L,,,,,1000.00,,,,,,
MOA-2007-BLG-400L,,,,,6890.00,,,,,,
MOA-2008-BLG-310L,,,,,7700.00,,,,,,
MOA-2008-BLG-379L,,,,,3300.00,,,,,,
MOA-2009-BLG-266L,,,,,3040.00,,,,,,
MOA-2009-BLG-319L,,,,,7050.00,,,,,,
MOA-2009-BLG-387L,,,,,5690.00,,,,,,
MOA-2010-BLG-073L,,,,,2800.00,,,,,,
MOA-2010-BLG-117L,,,,,3500.00,,,,,,
MOA-2010-BLG-328L,,,,,810.00,,,,,,
MOA-2010-BLG-353L,,,,,6430.00,,,,,,
MOA-2010-BLG-477L,5950.0,,,,2300.00,,,,,,
MOA-2011-BLG-028L,,,,,7380.00,,,,,,
MOA-2011-BLG-262L,,,,,7200.00,,,,,,
MOA-2011-BLG-291L,,,,,4400.00,,,,,,
MOA-2011-BLG-293L,,,,,7720.00,,,,,,
MOA-2011-BLG-322L,,,,,7560.00,,,,,,
MOA-2012-BLG-006L,,,,,5300.00,,,,,,
MOA-2012-BLG-505L,,,,,7210.00,,,,,,
MOA-2013-BLG-220L,,,,,6720.00,,,,,,
MOA-2013-BLG-605L,,,,,850.00,,,,,,
MOA-2015-BLG-337L,,,,,7100.00,,,,,,
MOA-2016-BLG-227L,,,,,6500.00,,,,,,
MOA-2016-BLG-319L,,,,,6800.00,,,,,,
MOA-2019-BLG-008L,,,,,2700.00,,,,,,
MOA-2020-BLG-135L,,,,,7900.00,,,,,,
MOA-2020-BLG-208L,,,,,7490.00,,,,,,
MOA-2022-BLG-249L,,,,,2000.00,,,,,,
MOA-bin-1L,,,,,5100.00,,,,,,
MOA-bin-29,,,,,7120.00,,,,,,
MWC 758,,,,,159.54,,,,,,
MXB 1658-298,,,,,,,,,,,
NGC 2682 Sand 364,4284.0,39.590,,476.28357,817.19,16.3679,38.6283,21.8239,20.029,47.270,26.706
NGC 2682 Sand 978,4200.0,,,,821.92,,,,,,
NGC 2682 YBP 1194,5780.0,,,,872.92,,,,,,
NGC 2682 YBP 1514,5725.0,,,,914.22,,,,,,
NGC 2682 YBP 401,6165.0,,,,830.82,,,,,,
NGTS-1,3916.0,0.573,,0.06966,218.12,0.1979,0.4672,0.2639,0.908,2.142,1.210
NGTS-10,4600.0,0.697,,0.19624,,0.3322,0.7841,0.4430,,,
NGTS-11,5050.0,0.832,,0.40617,190.42,0.4780,1.1280,0.6373,2.510,5.924,3.347
NGTS-12,5690.0,1.589,,2.38778,446.44,1.1589,2.7351,1.5452,2.596,6.126,3.461
NGTS-13,5819.0,1.788,3.29000,3.29000,647.60,1.3604,3.2105,1.8138,2.101,4.958,2.801
NGTS-14 A,5187.0,0.842,,0.46301,322.15,0.5103,1.2044,0.6804,1.584,3.739,2.112
NGTS-15,5600.0,0.954,,0.80751,786.49,0.6740,1.5905,0.8986,0.857,2.022,1.143
NGTS-16,5550.0,1.213,,1.25948,898.17,0.8417,1.9864,1.1223,0.937,2.212,1.250
NGTS-17,5650.0,1.337,,1.64344,1040.28,0.9615,2.2691,1.2820,0.924,2.181,1.232
NGTS-18,5610.0,1.392,,1.73152,1096.19,0.9869,2.3291,1.3159,0.900,2.125,1.200
NGTS-2,6478.0,1.702,,4.60235,356.39,1.6090,3.7972,2.1453,4.515,10.655,6.020
NGTS-20,5980.0,1.780,,3.65546,382.90,1.4339,3.3841,1.9119,3.745,8.838,4.993
NGTS-21,4660.0,0.860,,0.31466,592.89,0.4207,0.9929,0.5609,0.710,1.675,0.946
NGTS-23,6057.0,1.240,1.92000,1.92000,1074.95,1.0392,2.4526,1.3856,0.967,2.282,1.289
